t,X,Y,yaw
3.92,0.18548423418902488,0.0005046193673613917,0.0032489250087965296
3.93,0.18743835712064555,0.0005109681885625691,0.003217386247062626
3.94,0.18937251913502307,0.0005171911562997373,0.002884499434567026
3.95,0.19129041671309704,0.0005227233461224856,0.0026126300447745126
3.96,0.19326040726219754,0.0005278702143295518,0.002360874726109677
3.97,0.1952318441931802,0.0005325245386013461,0.002274479057727544
3.98,0.19720825315571788,0.0005370198471479382,0.0020285399049381632
3.99,0.19919460576429782,0.0005410492482066826,0.0022994240542580434
4.0,0.20117494418710857,0.0005456028940372425,0.0022436172286471215
4.01,0.20322191454287153,0.0005501955197001124,0.002407695235440477
4.0200000000000005,0.20527651956540843,0.0005551423919825905,0.0022947329235164394
4.03,0.20727223016119345,0.000559722022831024,0.0022311018420747715
4.04,0.20930139375922602,0.000564249300984453,0.0019405868021149456
4.05,0.21129128081772877,0.0005681108543952626,0.001651213130502734
4.0600000000000005,0.21335671895807598,0.0005715213360724104,0.0017367221188431578
4.07,0.21544163622675375,0.000575142261649365,0.0014887234147141662
4.08,0.21738449551513764,0.0005780346439002704,0.0014093175331156209
4.09,0.21941693363824438,0.000580898996478507,0.0015686502019656844
4.1,0.22144206010023637,0.0005840757141177281,0.0016903662598938577
4.11,0.22352824577865982,0.0005876021353591355,0.002509126820320816
4.12,0.225573436667069,0.0005927337894390712,0.0022945530739587427
4.13,0.22768169390659765,0.0005975713060585298,0.0018357161994636796
4.14,0.22984761108504434,0.0006015473197758973,0.002127853677234395
4.15,0.23204644383750553,0.000606226121195346,0.0023705884305523194
4.16,0.23421725218544154,0.0006113722239897465,0.0019864343896737737
4.17,0.23640910078922334,0.0006157261931600656,0.0015759807112217855
4.18,0.2386062856342985,0.0006191889169616999,0.0017195249660560414
4.19,0.24076569860045938,0.000622902085128696,0.0009486439585274763
4.2,0.24291012075582089,0.0006249363788611497,0.000539541502561702
4.21,0.2450849932982843,0.0006261098129744548,0.0006561291104534066
4.22,0.24733501042432848,0.0006275861149217231,0.0011052283501986051
4.23,0.2495048078083402,0.000629984237481179,0.00132405209601949
4.24,0.2517200753414615,0.0006329173688156902,0.0015312025675985606
4.25,0.2539944442897603,0.0006363998911106777,0.0018436456773667678
4.26,0.2563458753973973,0.0006407351018197357,0.002116608131140928
4.2700000000000005,0.2586518075814115,0.0006456158639189354,0.0016353960787684144
4.28,0.2608878531370112,0.0006492726873125941,0.0019213532232380513
4.29,0.2632474313735592,0.0006538062761415989,0.002220689983864175
4.3,0.2654669149483439,0.0006587350691875321,0.0021198123261810834
4.3100000000000005,0.2678241051124744,0.0006637318774371706,0.0022356080766093144
4.32,0.2701079898705561,0.0006688377571546853,0.0020497872941614343
4.33,0.27238368475117397,0.000673502454139473,0.002454713076000397
4.34,0.2747452188442282,0.0006792993544004174,0.002209476994267421
4.3500000000000005,0.2770461097479695,0.000684383128191192,0.002135542566798066
4.36,0.2793584464466022,0.0006893212291466995,0.002041461984995602
4.37,0.28170351811016814,0.0006941086104505391,0.002323402495165858
4.38,0.2840942325324204,0.0006996632122993815,0.0026689405335074425
4.39,0.28649359077841025,0.0007060669719816964,0.002552151482316107
4.4,0.2888898403579625,0.0007121825771761075,0.0026064711900238118
4.41,0.2913281012593668,0.0007185378483613043,0.002657262797936893
4.42,0.2937289385895118,0.0007249175190983191,0.0023779667021459738
4.43,0.2962236594710664,0.0007308498934677914,0.0022562888085100054
4.44,0.29867862470014855,0.0007363890134390436,0.002499684589030039
4.45,0.30116401541109244,0.0007426017192367852,0.003354299183739801
4.46,0.3036457135692492,0.0007509261085631334,0.0030520095660267954
4.47,0.30609089710876236,0.0007583888552876707,0.003025495858250056
4.48,0.3086300592171354,0.0007660711031701323,0.002953107998074477
4.49,0.3111578252585841,0.0007735358909841652,0.0030443664592245162
4.5,0.3136368837046599,0.000781083076684063,0.00295976344798573
4.51,0.3161451641069256,0.0007885070150143946,0.002802277801950395
4.5200000000000005,0.318743446898965,0.0007957881442647152,0.0025069928646185404
4.53,0.32131268976708915,0.0008022292312966859,0.0018986622417756854
4.54,0.3238419675751987,0.000807031481340479,0.0017981490534271715
4.55,0.3263998106157141,0.0008116308693397267,0.001783363079336529
4.5600000000000005,0.32902490585958205,0.0008163123722403758,0.0017665447782344457
4.57,0.3315493406700104,0.0008207719040116567,0.0018170327727017016
4.58,0.3340819199886598,0.0008253736886975403,0.0013614065775850804
4.59,0.3366108934544532,0.0008288166519355045,0.0009654120448710048
4.6000000000000005,0.33918118834559746,0.000831298046353189,0.0006358964069232806
4.61,0.341723752397787,0.0008329148539162751,0.0005354075577281728
4.62,0.3442889570542864,0.0008342882840077207,0.0008359441934560564
4.63,0.34681648170426493,0.0008364011540548472,0.0010211103519215605
4.64,0.3493992990023594,0.0008390384964516763,0.0011079500786920927
4.65,0.3520105690652715,0.0008419316545072014,0.0010418906370948501
4.66,0.3546475177860773,0.000844679067684047,0.0010110367887762829
4.67,0.3574199239799107,0.000847482073294517,0.0008822887023802816
4.68,0.36015546441849067,0.0008498956103446399,0.0007892879715933896
4.69,0.36281574532653926,0.0008519953385024487,0.0009941660006414475
4.7,0.3655121840094407,0.0008546760470469775,0.0008247849942417451
4.71,0.36819578395137276,0.0008568894405115331,0.0008193072252692412
4.72,0.3709171459435729,0.0008591190725532066,0.0009475073083875305
4.73,0.3736713190969457,0.0008617286725255324,0.001031040879759055
4.74,0.37640225583481995,0.0008645443809400585,0.0007112710183030599
4.75,0.37914274309873663,0.0008664936104356204,0.0007899656606012642
4.76,0.3818723389175195,0.0008686498978483204,0.00014165170916464304
4.7700000000000005,0.3846131150272917,0.0008690381334713039,0.00042515992323908516
4.78,0.38741725754596407,0.0008702303425611291,0.0005834564370876458
4.79,0.390280066770235,0.000871900667220722,-1.925651201944837e-05
4.8,0.39314414290517113,0.0008718455151041982,0.0003144743003488765
4.8100000000000005,0.39597148360469214,0.0008727346411218378,-0.00017026359281770522
4.82,0.3988011898469831,0.000872252845165751,-0.0001438909200239668
4.83,0.40164831000046,0.000871843170424621,-0.00027303170782421403
4.84,0.40448337505397247,0.0008710691077520332,-0.00028214535774827786
4.8500000000000005,0.4073244298920077,0.0008702675172971028,-0.00027039885628459107
4.86,0.4101633064302675,0.0008694998883093157,-8.471241984490003e-05
4.87,0.41307346414529694,0.0008692533618065555,2.761538213899117e-06
4.88,0.41596999517589245,0.0008692613606876842,0.00046965947263186814
4.89,0.41888083413822724,0.0008706284638801692,0.0003297883366089961
4.9,0.42184054318390685,0.0008716045414385767,0.0002732457567746163
4.91,0.4247400113405986,0.0008723968088290135,4.950187282727107e-05
4.92,0.42767508176805064,0.000872542100312171,0.0002698750022739134
4.93,0.4305954047412592,0.0008733302225003398,1.5205542121156845e-05
4.94,0.4335599715833078,0.000873375300346331,0.00030828115855083765
4.95,0.4366088118495969,0.0008743152003856343,0.0005753361694638679
4.96,0.4395074406724019,0.0008759828865732524,0.0009333357730863443
4.97,0.4423980152117333,0.0008786807639789708,0.0005444199810047186
4.98,0.4452982533595354,0.0008802597117323027,0.00084658654352785
4.99,0.4482799840685298,0.0008827840054300224,0.0014177146763901627
5.0,0.45134020340846376,0.000887122526207906,0.0012479041703433382
5.01,0.45437614396153986,0.000890911091051604,0.001112549408344001
5.0200000000000005,0.4573852272120852,0.0008942588462229022,0.0014744920024951425
5.03,0.46035324100112585,0.0008986351619896933,0.0018906392815111676
5.04,0.4632983582822789,0.0009042033230445954,0.002766568516264894
5.05,0.46631015688796845,0.0009125356915028129,0.0030729615938029494
5.0600000000000005,0.4694339873484439,0.0009221351327495634,0.0028847352566141247
5.07,0.47245890896589615,0.0009308612549933188,0.002868799383877107
5.08,0.47546975665722363,0.0009394987966908446,0.0031755930150992357
5.09,0.4784747037497589,0.0009490413177655018,0.003013862300031173
5.1000000000000005,0.48140675603164335,0.0009578781463556592,0.0032148189951852557
5.11,0.48445101929813733,0.0009676649354468399,0.0036345548333530176
5.12,0.4874609168648835,0.0009786046213670402,0.00365900212164523
5.13,0.4904834777682748,0.0009896642274818234,0.003845608791509275
5.14,0.4935121866870178,0.0010013115145428258,0.0037058987927035803
5.15,0.49650456755519795,0.0010124010259561923,0.003510876914637996
5.16,0.4995258900531373,0.001023008560949653,0.003373203292368736
5.17,0.5025493600812984,0.001033207378685471,0.0038181295298093205
5.18,0.5055949869657136,0.0010448360331376395,0.00374638071960883
5.19,0.508592372979306,0.0010560654348445004,0.003046766862725996
5.2,0.5115551189779075,0.001065092259107097,0.0032048738094136555
5.21,0.514583208056113,0.0010747969357127092,0.0037640750918347256
5.22,0.5176184348301152,0.001086221811167725,0.0034395315646139095
5.23,0.520555842499771,0.0010963251574078097,0.0031025151800814026
5.24,0.5236594017973362,0.0011059540281353622,0.0032049787466854884
5.25,0.5266669216743578,0.0011155930984252924,0.0034405831624937616
5.26,0.5297104157465187,0.0011260645342040842,0.0031211756707635336
5.2700000000000005,0.5327028634870898,0.0011354045196172347,0.0030158477969491494
5.28,0.5357449652390209,0.0011445790632990996,0.003188451736744928
5.29,0.538777079982109,0.0011542468475793527,0.002747225222722539
5.3,0.5418017767527418,0.001162556391743459,0.0030634845175172673
5.3100000000000005,0.5447892300787934,0.0011717084373851002,0.0033741497834593685
5.32,0.5477828078871301,0.0011818092556311211,0.0035193429141381965
5.33,0.5508015711647702,0.001192433362644379,0.003455082862612939
5.34,0.5537468670298322,0.001202609644406564,0.0037463694559262376
5.3500000000000005,0.556799722098109,0.0012140468208957829,0.003831856216946385
5.36,0.5597555888503244,0.001225373332722964,0.0037634592388947267
5.37,0.5627406730279878,0.001236607628389772,0.003183366713176046
5.38,0.5656847434104947,0.0012459797157050733,0.0038135074572298163
5.39,0.5686798418760799,0.001257401601407656,0.004110451654213308
5.4,0.5716419221137499,0.001269577157592549,0.00456424618962085
5.41,0.574628743402526,0.0012832098399459615,0.0048226857144448845
5.42,0.5776264191225483,0.0012976667998990503,0.004703680869562708
5.43,0.5806454946525913,0.0013118676724432393,0.004906147998147186
5.44,0.5836360673184025,0.001326539982263353,0.004949673600338398
5.45,0.586615726754225,0.0013412884443532187,0.004880992376229689
5.46,0.5896122823342435,0.001355914725447017,0.004773072479039143
5.47,0.5926440439729137,0.0013703856533810197,0.005407501562604134
5.48,0.5956117010389019,0.0013864334200209018,0.004896086779100833
5.49,0.59864818421557,0.0014013004239529546,0.004861973718598185
5.5,0.6016074947516906,0.0014156886273781549,0.004429659495912698
5.51,0.6046215489438858,0.0014290399484779433,0.004290431066861144
5.5200000000000005,0.6076172108088239,0.0014418927080728525,0.004137530697828649
5.53,0.6106156157611333,0.0014542987714014303,0.0032746186367118017
5.54,0.6136250854578792,0.0014641536721821573,0.0033743394396468685
5.55,0.616603481949869,0.0014742038310762747,0.003359059812879743
5.5600000000000005,0.6195138442512227,0.0014839799488926004,0.0030772215119842907
5.57,0.6225077763971945,0.001493192970377889,0.003469256829892755
5.58,0.6255137441219872,0.0015036214862759092,0.004030445382702962
5.59,0.6285326108476152,0.0015157889296159206,0.00452868556913434
5.6000000000000005,0.6315416364508009,0.0015294159536011968,0.0046186684947783765
5.61,0.6345535534755558,0.0015433270987904337,0.0045583002807765526
5.62,0.6375968538042651,0.001557199471613933,0.004825757585282277
5.63,0.6406256221761263,0.001571815687019179,0.005338448513006366
5.64,0.6436894707604724,0.0015881720403187354,0.005387328372745918
5.65,0.6466830773758157,0.0016042997382010914,0.005035270970511524
5.66,0.6496843492639788,0.0016194120831336187,0.005110877201275066
5.67,0.6526776060112905,0.0016347103840038903,0.005339675684843654
5.68,0.6556379423855493,0.0016505177703948822,0.004845807918012717
5.69,0.6586585576847949,0.0016651552065007971,0.0049047414885882825
5.7,0.6616844351730609,0.001679996472366655,0.005684090847375461
5.71,0.664702354944432,0.001697150787263234,0.0058323565160445226
5.72,0.6677568237276518,0.001714965740174643,0.006086066778055862
5.73,0.6707342502749574,0.0017330867807045624,0.0063128079849964535
5.74,0.6737378543094287,0.0017520482081185337,0.006257712467862693
5.75,0.676704069629181,0.0017706101729970585,0.00664226306986705
5.76,0.67972035066363,0.0017906453997705086,0.006191546573897879
5.7700000000000005,0.6827292206043917,0.0018092751962034389,0.005728323937028656
5.78,0.6857610199263587,0.0018266425147941117,0.006046425250119371
5.79,0.6888154957518251,0.0018451113996212163,0.006257726259778639
5.8,0.691708592650676,0.001863215844376006,0.006554882314679026
5.8100000000000005,0.6947026111744887,0.0018828415645310913,0.006999804397849418
5.82,0.6976905767067513,0.001903757080406562,0.007043120456303366
5.83,0.7006674962183411,0.0019247242298121854,0.0073388368126388
5.84,0.7037043160595687,0.0019470113551750138,0.00728560192964623
5.8500000000000005,0.7067982193079055,0.0019695527014841666,0.0070755453974938615
5.86,0.7097637793008001,0.001990536006008841,0.007339299467757607
5.87,0.7127816898754903,0.0020126857531858815,0.007810041030606692
5.88,0.7157987151784813,0.0020362493236949024,0.00782553211328229
5.89,0.7188688452041193,0.0020602752152446345,0.0076188295845269795
5.9,0.7218041802710382,0.0020826394656172824,0.00770032495280216
5.91,0.7248797290598654,0.002106322658799647,0.008100275435289999
5.92,0.7279516060535008,0.0021312062527950176,0.007817223397790545
5.93,0.7309220232222864,0.0021544271403915716,0.00831249685638469
5.94,0.7338311540890158,0.0021786098385674713,0.00824398571497518
5.95,0.7367918995348037,0.002203018734700444,0.008160399366379897
5.96,0.7398143333925414,0.002227683549534568,0.008528692901935532
5.97,0.7428487646017087,0.00225356390895304,0.008418588421515785
5.98,0.7457961289553406,0.0022783771425703347,0.007967154237783405
5.99,0.7487728912394974,0.0023020939686323847,0.008556360356461002
6.0,0.7517718901105619,0.0023277551099134147,0.008334523449885011
6.01,0.7547979789164683,0.0023529767020303025,0.008751068449911381
6.0200000000000005,0.757835141118911,0.0023795557948470924,0.008465752587461028
6.03,0.7608217488984378,0.0024048402814249156,0.008640067881787528
6.04,0.7638386743784901,0.0024309073710128857,0.009020319944425958
6.05,0.7668273573632134,0.0024578669789515496,0.008719015116625019
6.0600000000000005,0.7698200204465991,0.002483960714843826,0.008351286818640329
6.07,0.7728278198323421,0.0025090802941897202,0.008216282574388003
6.08,0.7758007512806461,0.0025335072887125547,0.008742555917037733
6.09,0.7787757296932699,0.0025595168664974202,0.008351131967471262
6.1000000000000005,0.7816907314439409,0.0025838609967365977,0.008218404589587513
6.11,0.7847238983808809,0.0026087893510530727,0.008341648183539383
6.12,0.7876601251632467,0.0026332828899733674,0.00851354694393125
6.13,0.7906617158617829,0.002658837690702894,0.008337921827891729
6.140000000000001,0.7935779410183889,0.0026831535115800624,0.008117966046179799
6.15,0.7965162182772737,0.002707006870593955,0.00824439532408583
6.16,0.7995383031560608,0.0027319226975502124,0.008093308293401734
6.17,0.8025750238672207,0.0027565003510944624,0.00823755626596778
6.18,0.8055314059979488,0.002780854266106438,0.008204621198251843
6.19,0.8086289598723991,0.00280626909256324,0.008247807053747053
6.2,0.8115935095699667,0.002830720680923071,0.008196724002670798
6.21,0.8145729582085937,0.002855142946043563,0.008046932974786912
6.22,0.8176296049192286,0.0028797401081683527,0.008312595286740528
6.23,0.8206166775511811,0.0029045710059845656,0.008486665927242659
6.24,0.8236140284229427,0.002930009132217152,0.008272375583812837
6.25,0.8265922939646072,0.0029546470253770853,0.008351610575122672
6.26,0.8296217643704858,0.0029799485707144397,0.008721210971121536
6.2700000000000005,0.8327105177033489,0.0030068869231442827,0.008742900564463826
6.28,0.8356520539872416,0.0030326051376700783,0.008789771634230717
6.29,0.838574808250401,0.0030582961418193564,0.009286215848655082
6.3,0.8416281180349745,0.00308665065057546,0.008967704395224827
6.3100000000000005,0.8446771012844899,0.0031139937640422316,0.00822721675166639
6.32,0.8476625189375215,0.0031385559963525295,0.008300433497982478
6.33,0.850601737343658,0.003162953343574224,0.008707198725908923
6.34,0.8536276892287337,0.003189301573842395,0.009011031252659289
6.3500000000000005,0.8566565066733997,0.003216595081231175,0.009323860153673388
6.36,0.8596400679299847,0.0032444141952978657,0.009294688254761369
6.37,0.8625982404921215,0.003271910278878101,0.009483065459303419
6.38,0.8656371806517246,0.0033007296112371057,0.009500811511867685
6.390000000000001,0.8686351389885008,0.0033292135053572887,0.00926839736192986
6.4,0.8716065558954333,0.003356754566604882,0.009704669448130773
6.41,0.8746256179707094,0.0033860544859226813,0.009539818935422202
6.42,0.8776595123570153,0.0034149981670794755,0.008906875234779591
6.43,0.8806347367185224,0.003441498820053637,0.008670460534448877
6.44,0.8836694859506284,0.003467812152890672,0.009044181015768232
6.45,0.8866599883508338,0.003494859535397052,0.009041161261463471
6.46,0.8897307249466656,0.003522623316650094,0.009255857143563268
6.47,0.8926600924503743,0.0035497378980999623,0.009510752430120504
6.48,0.8956742690899024,0.0035784058502852972,0.009537312396505161
6.49,0.8987370311591053,0.0036076172546337937,0.010120212015876711
6.5,0.9017617086113099,0.0036382286767974795,0.00951174588821942
6.51,0.9046964824482363,0.003666144341652994,0.009150747200900493
6.5200000000000005,0.9077891706144883,0.0036944455391826627,0.009070888443468927
6.53,0.9107283996781735,0.0037211076893961105,0.00912888886054866
6.54,0.9137460727137121,0.0037486564564329036,0.009001556857512688
6.55,0.916737578603479,0.0037755853941260397,0.00881194739965667
6.5600000000000005,0.9197185855192505,0.003801854550206325,0.00905012411113201
6.57,0.9226941747453017,0.0038287847372465637,0.008813890518066374
6.58,0.9257264963771619,0.00385551198022791,0.008522254602845721
6.59,0.9287303464396717,0.0038811121750230698,0.008684278480503198
6.6000000000000005,0.931645404981996,0.003906427991606503,0.008827462589777308
6.61,0.9346227434341153,0.00393271101810693,0.00868451568325776
6.62,0.9375833679730219,0.003958423254763146,0.008800763043725329
6.63,0.9405276114299702,0.003984335512771997,0.008573212357487233
6.640000000000001,0.943511663462573,0.004009919051332804,0.008501799094727985
6.65,0.9464617043026751,0.004035000310175551,0.008883910748624267
6.66,0.9493982788120597,0.004061089262374246,0.009138612105282738
6.67,0.9524047722975196,0.004088565205016591,0.008980811303577571
6.68,0.9553876050817411,0.004115354183627119,0.009086121055088662
6.69,0.9582863108142688,0.004141692899640292,0.009485941264314197
6.7,0.9613325407279497,0.004170590124438044,0.009466299719012625
6.71,0.9643860732395474,0.0041994966418454115,0.00971000528603684
6.72,0.9673489175800382,0.004228266780248818,0.009762259277649064
6.73,0.9703226493843785,0.00425729804339381,0.010139675232091142
6.74,0.9733412240878662,0.004287906459539342,0.009914438735953745
6.75,0.9763635328382826,0.004317871936322705,0.009917818403206423
6.76,0.9794874212672771,0.0043488551103472535,0.009746743446183951
6.7700000000000005,0.9825164580088234,0.00437837928928466,0.009765272757427123
6.78,0.985472783637335,0.004407249533106812,0.009312649328943382
6.79,0.9884816716568712,0.0044352710621672845,0.009442695255571622
6.8,0.9915459263678644,0.00446420674560561,0.009529840496560244
6.8100000000000005,0.9945584655482712,0.004492916632613285,0.00935251196483766
6.82,0.9976289341480686,0.004521634064235036,0.009298876558259997
6.83,1.0005907476291185,0.004549176396042081,0.009263524714068518
6.84,1.0035302731817322,0.004576407542578605,0.00904358564794477
6.8500000000000005,1.0065195344225513,0.004603441919653217,0.009173495151579962
6.86,1.0094890718955627,0.0046306837214285124,0.00863999440225996
6.87,1.0125284986389986,0.004656945004945054,0.008275958069819086
6.88,1.0155544074543137,0.004681987871167316,0.008641573011225968
6.890000000000001,1.0184809565469017,0.00470727848836564,0.008330557605084742
6.9,1.0214505239522689,0.004732017212975117,0.007996800242851146
6.91,1.0244102862386766,0.004755686345285642,0.007832124083071705
6.92,1.0274381137651154,0.004779401151082698,0.007619464751830248
6.93,1.0303557980665639,0.004801632774004387,0.008014480340273472
6.94,1.0333736846024446,0.004825820084183186,0.008480659478952594
6.95,1.036378977929404,0.0048513075645597575,0.008844406619383391
6.96,1.0393215261618667,0.004877333336237574,0.009434110569457784
6.97,1.0422956953194802,0.00490539280938159,0.009666435275006342
6.98,1.0452791591271489,0.004934233167460079,0.009940462975604867
6.99,1.0482456146958155,0.00496372208050965,0.009802049073622374
7.0,1.0513073625154898,0.004993734444092937,0.009748483758980953
7.01,1.0542645872850358,0.005022563814982879,0.009566903137747827
7.0200000000000005,1.0572583104527653,0.005051205348366626,0.009957757206937493
7.03,1.0602936344458704,0.005081431366780679,0.010218110842872963
7.04,1.0633330610342853,0.005112489645496846,0.010042535812430415
7.05,1.0662967150350253,0.005142253247519803,0.010210034172124493
7.0600000000000005,1.0692805290577376,0.005172719149299574,0.01048458524098957
7.07,1.0722080182281828,0.005203413783775618,0.009768288014539809
7.08,1.0752104109388056,0.005232742953369423,0.00987799124336419
7.09,1.0782270439698816,0.005262542197258675,0.009718641561063307
7.1000000000000005,1.0812248831326778,0.005291678038858163,0.009710896211250257
7.11,1.0842689793827505,0.005321239870847267,0.00971191594391112
7.12,1.0872339726732905,0.005350036541844868,0.009913042630861586
7.13,1.0901976267451892,0.0053794163333775406,0.009676769268575568
7.140000000000001,1.0931864254864445,0.005408339151968776,0.009691280775871903
7.15,1.0961502102784735,0.005437062921807545,0.009960085163020568
7.16,1.0991045563789519,0.005466489433644776,0.010311610920843572
7.17,1.1021310257588692,0.0054976983145018634,0.010201900291731009
7.18,1.1051524957639114,0.0055285241196724715,0.01049308853050571
7.19,1.108086099590453,0.005559307814158035,0.01047973586713079
7.2,1.111088432959688,0.005590772626734044,0.010536678154063341
7.21,1.1141642243063736,0.005623182449628653,0.010570588681361143
7.22,1.1170379178295022,0.0056535602133099185,0.010684969116306096
7.23,1.1199963744158898,0.005685172433617169,0.011036049503363381
7.24,1.122948811070983,0.005717756993581252,0.011106737001002571
7.25,1.1259828819981932,0.005751457007163701,0.010723067013419954
7.26,1.1289631630132653,0.00578341598514201,0.010474379693783243
7.27,1.1319817768048936,0.005815035248497054,0.010278162527885836
7.28,1.135003642721408,0.005846095571276141,0.010902588946492658
7.29,1.137928574366535,0.005877986162283299,0.010872242316327984
7.3,1.1409057225009114,0.005910355713643211,0.010533489884728962
7.31,1.1438664874996405,0.005941544055311591,0.010248608398659641
7.32,1.146937833779139,0.005973022182685506,0.010495470449117288
7.33,1.1499172489847276,0.006004293695176622,0.010437943968054903
7.34,1.1529250177961095,0.006035689757714365,0.010374319849967896
7.35,1.1559171704296798,0.006066732419854091,0.01025684480434784
7.36,1.1589117772655557,0.00609744871457467,0.009896150118186202
7.37,1.1619295949238297,0.0061273144661120145,0.009677880862597295
7.38,1.1649557914203836,0.0061566025496656036,0.010531999396587482
7.390000000000001,1.1679287597014107,0.006187915007573391,0.011294220874101592
7.4,1.1709332429941413,0.006221849748404986,0.010905776929809968
7.41,1.173990718787928,0.006255195219382784,0.010792647970967146
7.42,1.1769323605804147,0.006286944556449511,0.010832253034052906
7.43,1.179817956589786,0.0063182032851958085,0.01084973448244064
7.44,1.1828529180988923,0.006351133103874463,0.011042518545311584
7.45,1.1859184197270098,0.006384985338413897,0.011090533520705855
7.46,1.1890075655330377,0.006419247018265633,0.010933130875462542
7.47,1.1920088448620605,0.00645206170545725,0.010726589417148847
7.48,1.1949917560087322,0.006484059395819953,0.010769512151980354
7.49,1.1979870783515705,0.006516318803374309,0.01111359952229729
7.5,1.2009995512672627,0.0065497995993701735,0.011193195907701
7.51,1.2039775965375674,0.006583134835678626,0.011173430521514349
7.52,1.2068946604967556,0.006615729803610281,0.011046928237502014
7.53,1.2099624143528949,0.006649620438930894,0.010641687822274653
7.54,1.2130522201982363,0.006682502429423862,0.010493790276835077
7.55,1.2160501218030233,0.006713962934950015,0.010005034492219556
7.56,1.2190411099461138,0.0067438888730300545,0.010331678400599361
7.57,1.2220782247564694,0.0067752684830482465,0.010222041502326095
7.58,1.2251217268006003,0.0068063803708917426,0.010245189145242976
7.59,1.2281628640878626,0.006837538487783187,0.010335128728052957
7.6,1.2311801450586308,0.006868723585376902,0.00992795098641315
7.61,1.234149161228674,0.006898200800863482,0.009456223980584644
7.62,1.2371555140320323,0.006926630393734775,0.00918949569320081
7.63,1.2402033270979236,0.006954639047195912,0.009242320743066242
7.640000000000001,1.2431968779611007,0.0069823071922474255,0.009057428525378221
7.65,1.2461189202888987,0.007008774105539035,0.009285627073009341
7.66,1.2490642009341482,0.0070361236692933204,0.008886650791923884
7.67,1.2521016687529911,0.007063117295680106,0.009370213008831571
7.68,1.2550872708485283,0.007091093842068272,0.009811199332841952
7.69,1.2581641455761206,0.007121282642003339,0.009620207121036634
7.7,1.2612487228145632,0.007150957829387198,0.00946076711468872
7.71,1.2643094048366208,0.007179915093165876,0.009296878134648188
7.72,1.2673096171234524,0.00720780850480651,0.009192254245849256
7.73,1.27034677514126,0.007235727619860945,0.008875081308237854
7.74,1.2733336038366982,0.007262236663403606,0.00878300802487982
7.75,1.276422628573619,0.007289368290116309,0.009292353075740724
7.76,1.2794056118572172,0.007317088021857316,0.009637799127602492
7.77,1.2824033737540808,0.0073459807434449395,0.009457515325933566
7.78,1.2854197599416821,0.007374509112617673,0.009542361543058386
7.79,1.2883469452598957,0.007402442221064635,0.00960347247334843
7.8,1.29139246188339,0.007431690655293045,0.009929298321666053
7.81,1.2943690422691256,0.007461246981256719,0.009807542854811621
7.82,1.2974411086280977,0.007491377369790925,0.009536009612040834
7.83,1.3005025506411159,0.007520572195207617,0.009571983843166985
7.84,1.3035148600670146,0.007549406853006398,0.009650172451462982
7.85,1.3065255036234078,0.007578460984417764,0.009617852307963505
7.86,1.3095270931202425,0.007607330719072765,0.009610854872508656
7.87,1.3125188070646199,0.0076360845329335415,0.009641532082415537
7.88,1.315466547078948,0.007664506143540599,0.009747451655429524
7.890000000000001,1.3184475390840236,0.007693564139295106,0.009684948297304588
7.9,1.3214704406415467,0.007722841699987678,0.010151095433980553
7.91,1.3244275986752203,0.0077528611245225275,0.010390229048904617
7.92,1.3274188111961,0.00778394162620759,0.01011858221663472
7.930000000000001,1.3304147297943756,0.007814257109489702,0.009928502822059926
7.94,1.333393021088112,0.0078438280546645,0.01053317106462869
7.95,1.336410224261305,0.007875609947209056,0.01070036479738396
7.96,1.339458933859587,0.007908233497189773,0.010609180655438234
7.97,1.342483949839798,0.007940327642334231,0.010333402240554027
7.98,1.3455340273182688,0.007971846441642855,0.010238636229537315
7.99,1.3485148754962024,0.008002367328297826,0.010095699139723305
8.0,1.3514800204840598,0.008032303557072629,0.01021831158376687
8.01,1.3544762859551678,0.008062921396894112,0.010648396312282881
8.02,1.357514406029032,0.008095273726286515,0.010759330718691874
8.03,1.3604953013078356,0.008127347402088925,0.010474243776815786
8.040000000000001,1.3635087015439724,0.008158911645069858,0.010025444737991359
8.05,1.366546520731404,0.008189368153854218,0.0098178320643977
8.06,1.3695964476966491,0.008219312786733178,0.0102070462886202
8.07,1.3724970294583159,0.008248920187249351,0.010066437128647819
8.08,1.3754955965825384,0.008279106094299335,0.01019156457258703
8.09,1.3784590375155956,0.008309309239646194,0.00985786993610446
8.1,1.3814326162988375,0.008338623342100343,0.00976734017943278
8.11,1.3844028706754297,0.00836763574962543,0.009812048329002086
8.120000000000001,1.38739746046719,0.008397019752388052,0.009671013195706835
8.13,1.390364719706728,0.008425717050325993,0.009664763898079227
8.14,1.3933450756458046,0.0084545223836946,0.009797815194248086
8.15,1.3963379010184591,0.008483846471953816,0.00962048100144095
8.16,1.3992791914764893,0.008512143973942812,0.009398377772113328
8.17,1.4023112266544837,0.00854064102501235,0.009510588178135729
8.18,1.4053433246549367,0.008569478929890857,0.009611049639354642
8.19,1.4083338794118363,0.008598222185140706,0.010026285105833253
8.2,1.4112702095787746,0.00862766365511416,0.009804385332816275
8.21,1.4143246226541237,0.008657611257457417,0.009565863306165615
8.22,1.4173092147927326,0.008686162328747629,0.00995082535066416
8.23,1.4202101783325642,0.008715030263111373,0.01017816196563066
8.24,1.423151822551734,0.008744971828358445,0.010570027143273784
8.25,1.4261489170095958,0.00877665237797926,0.010539579541068702
