t,rpm_L_measured,rpm_R_measured,vx_computed,vyaw_computed,vx_variance,vyaw_variance
6.25,56.65563669648465,57.109619755665605,0.2978367449198617,0.007923499130983818,1.9739208802178718e-05,0.0008772981689857211
6.26,56.80181352642286,58.919467806132786,0.3029576060819621,0.036960039599887216,1.9739208802178718e-05,0.0008772981689857211
6.2700000000000005,58.93095068084632,59.05522289663313,0.30888708011348304,0.0021689593342288926,1.9739208802178718e-05,0.0008772981689857211
6.28,56.0470762500674,56.31562769795801,0.2941648710505012,0.004687106976689245,1.9739208802178718e-05,0.0008772981689857211
6.29,54.40044311596693,57.244858940987385,0.2922867172916176,0.04964442144243779,1.9739208802178718e-05,0.0008772981689857211
6.3,59.22890390709659,57.4039677062834,0.30534414385639674,-0.031851145343026285,1.9739208802178718e-05,0.0008772981689857211
6.3100000000000005,60.35497305621072,56.1122913804624,0.30491058528162673,-0.07404876435583871,1.9739208802178718e-05,0.0008772981689857211
6.32,56.80945639454312,57.228957449902325,0.2985518693006186,0.007321674631609043,1.9739208802178718e-05,0.0008772981689857211
6.33,54.97157386433809,57.30216694562436,0.29393196609968547,0.04067652279264533,1.9739208802178718e-05,0.0008772981689857211
6.34,56.923198741647184,58.6640308878064,0.30260665954390653,0.030383252675037314,1.9739208802178718e-05,0.0008772981689857211
6.3500000000000005,56.95231197327351,58.744689547055756,0.3028940416821946,0.031282890101407834,1.9739208802178718e-05,0.0008772981689857211
6.36,57.06787090385561,56.9007282350515,0.2983690948289255,-0.0029171898912020806,1.9739208802178718e-05,0.0008772981689857211
6.37,55.9597138627761,57.03903574044934,0.295830034681938,0.018837720454205436,1.9739208802178718e-05,0.0008772981689857211
6.38,57.99125288405409,58.09293027554908,0.3039076808434844,0.001774605256426772,1.9739208802178718e-05,0.0008772981689857211
6.390000000000001,57.92518836342562,56.593553374369904,0.29980936478483766,-0.023241414993780962,1.9739208802178718e-05,0.0008772981689857211
6.4,55.502492769299145,58.002147695167196,0.2971544538595985,0.043627208620092284,1.9739208802178718e-05,0.0008772981689857211
6.41,58.13481559111618,57.19029172823926,0.30192042494078464,-0.01648505127085753,1.9739208802178718e-05,0.0008772981689857211
6.42,59.759001491417386,56.13250121979597,0.3034032446091912,-0.06329437006426242,1.9739208802178718e-05,0.0008772981689857211
6.43,57.50213191200679,56.14757545762674,0.2975342381292254,-0.02364147003307208,1.9739208802178718e-05,0.0008772981689857211
6.44,56.890989318600106,59.03224994831964,0.3034863307177391,0.03737204813193303,1.9739208802178718e-05,0.0008772981689857211
6.45,57.12537565579329,57.108073738110356,0.2990624711750909,-0.0003019754304761646,1.9739208802178718e-05,0.0008772981689857211
6.46,58.03408763344459,59.26420442576029,0.3070862105098567,0.02146958820998024,1.9739208802178718e-05,0.0008772981689857211
6.47,55.21897358647365,56.67941600022442,0.2929492988950827,0.02548952865572422,1.9739208802178718e-05,0.0008772981689857211
6.48,57.49304835665508,57.645225754440105,0.30143129674535374,0.0026559966384655707,1.9739208802178718e-05,0.0008772981689857211
6.49,56.827222773726945,60.166991580704206,0.30629013694032536,0.0582899619371563,1.9739208802178718e-05,0.0008772981689857211
6.5,59.51316952862957,56.02691541948638,0.30248323505678476,-0.06084661276573052,1.9739208802178718e-05,0.0008772981689857211
6.51,57.08677223251637,55.01840211320258,0.2934906601282613,-0.036099868731893456,1.9739208802178718e-05,0.0008772981689857211
