t,vyaw_measured,vyaw_variance
2.32,0.01501554514569839,6.4e-05
2.34,0.013797261525601623,6.4e-05
2.36,0.0003489959830736593,6.4e-05
2.38,0.0001313892519916749,6.4e-05
2.4,0.0008352271803386225,6.4e-05
2.42,0.011861116531723927,6.4e-05
2.44,-0.0019998782464831777,6.4e-05
2.46,0.00885370111228762,6.4e-05
2.48,0.011974774485074356,6.4e-05
2.5,0.005294036397655199,6.4e-05
2.52,0.014080509574919423,6.4e-05
2.54,0.0035655186440816606,6.4e-05
2.56,0.004289155192048685,6.4e-05
2.58,-0.0018179698490548516,6.4e-05
2.6,0.014137418780961643,6.4e-05
2.62,-0.00013216357583096302,6.4e-05
2.64,0.008798174541720473,6.4e-05
2.66,0.005429471462992522,6.4e-05
2.68,-0.002422264504893301,6.4e-05
2.7,0.0011271748494134336,6.4e-05
2.72,0.017062977912325875,6.4e-05
2.74,0.007613260341075845,6.4e-05
2.7600000000000002,-0.002073202730934736,6.4e-05
2.7800000000000002,0.008442626298789535,6.4e-05
2.8000000000000003,0.004831087747243639,6.4e-05
2.82,0.033632371217953455,6.4e-05
2.84,0.00828099073073818,6.4e-05
2.86,0.002955001223469084,6.4e-05
2.88,0.017360223342296834,6.4e-05
2.9,-0.008728289338342764,6.4e-05
2.92,0.00675456125104878,6.4e-05
2.94,0.02195542795744858,6.4e-05
2.96,0.005070405725121968,6.4e-05
2.98,-0.007866408357184631,6.4e-05
3.0,0.0028326562847152182,6.4e-05
3.02,0.017636144327672295,6.4e-05
3.04,0.009008556770566169,6.4e-05
3.06,-0.0007108488761001421,6.4e-05
3.08,0.0005180575425678081,6.4e-05
3.1,0.0015223978308014936,6.4e-05
3.12,0.00888958307243197,6.4e-05
3.14,0.016705569063509226,6.4e-05
3.16,0.014419384102393368,6.4e-05
3.18,0.009648097456873029,6.4e-05
3.2,-0.0046531580804598655,6.4e-05
3.22,-0.0046234601119475305,6.4e-05
3.24,0.010266016169710106,6.4e-05
3.2600000000000002,-0.004763768783463155,6.4e-05
3.2800000000000002,0.004195463831451166,6.4e-05
3.3000000000000003,0.008433203569489416,6.4e-05
3.3200000000000003,-0.003100751962901511,6.4e-05
3.34,-0.0021940986748709077,6.4e-05
3.36,0.00524703148345745,6.4e-05
3.38,0.010029202300192431,6.4e-05
3.4,0.014492150163310053,6.4e-05
3.42,0.010856427478164416,6.4e-05
3.44,0.006589252759937556,6.4e-05
3.46,3.044197154360509e-05,6.4e-05
3.48,-0.0025672559667561535,6.4e-05
3.5,0.0019129832933668196,6.4e-05
3.52,0.009279484679844538,6.4e-05
3.54,0.008692989653018743,6.4e-05
3.56,-0.01079921588580098,6.4e-05
3.58,-0.0002854162261400235,6.4e-05
3.6,0.015636060412849248,6.4e-05
3.62,0.006633720382433116,6.4e-05
3.64,-0.005336071304823888,6.4e-05
3.66,0.02484656945278521,6.4e-05
3.68,0.005768466141481883,6.4e-05
3.7,0.009074671674507264,6.4e-05
3.72,0.009196198048361076,6.4e-05
3.74,0.0030592362707185113,6.4e-05
3.7600000000000002,0.00017941054542884582,6.4e-05
3.7800000000000002,0.022973399880527524,6.4e-05
3.8000000000000003,0.014025646956942006,6.4e-05
3.8200000000000003,0.012575497608869411,6.4e-05
3.84,0.010610313533745686,6.4e-05
3.86,-0.0020265391228934757,6.4e-05
3.88,0.016220241533922188,6.4e-05
3.9,-0.0007450612640939941,6.4e-05
3.92,0.008266294385205167,6.4e-05
3.94,-0.007115119243716552,6.4e-05
3.96,-0.010326870805180155,6.4e-05
3.98,0.008546329621224917,6.4e-05
4.0,-0.00047279413755926467,6.4e-05
4.0200000000000005,-0.009913340570378187,6.4e-05
4.04,0.010324876023576604,6.4e-05
4.0600000000000005,0.02296064616840631,6.4e-05
4.08,0.017116482068640495,6.4e-05
4.1,0.0039414569178746195,6.4e-05
4.12,0.0060707624535755655,6.4e-05
4.14,0.013101650054271306,6.4e-05
4.16,0.014977024158679256,6.4e-05
4.18,0.0032517142493944102,6.4e-05
4.2,0.006273421725796594,6.4e-05
4.22,0.008404918454116292,6.4e-05
4.24,0.010431010562230655,6.4e-05
4.26,0.004935388463909864,6.4e-05
4.28,0.005039318039450046,6.4e-05
4.3,0.017038658638035106,6.4e-05
4.32,0.01567616561954309,6.4e-05
4.34,0.009819284587488706,6.4e-05
4.36,0.01975287256018343,6.4e-05
4.38,0.002908433902188664,6.4e-05
4.4,0.018983787589035045,6.4e-05
4.42,0.010340123548284404,6.4e-05
4.44,0.03216820897771672,6.4e-05
4.46,-0.0035398554142598224,6.4e-05
4.48,0.00048523798226126746,6.4e-05
4.5,0.009350382625604382,6.4e-05
4.5200000000000005,0.009177872423831935,6.4e-05
4.54,0.02160111187340015,6.4e-05
4.5600000000000005,0.0006530025336037287,6.4e-05
4.58,0.013239348149551074,6.4e-05
4.6000000000000005,0.015299704037455966,6.4e-05
4.62,0.01163718265776518,6.4e-05
4.64,-0.0016879707353945608,6.4e-05
4.66,0.017262070442033584,6.4e-05
4.68,0.01583459945052331,6.4e-05
4.7,0.01079667615832302,6.4e-05
4.72,0.007634781497671633,6.4e-05
4.74,0.0078088640803549705,6.4e-05
4.76,0.005370113662084978,6.4e-05
4.78,0.011126281074021135,6.4e-05
4.8,0.006249078823559821,6.4e-05
4.82,-0.0007881998028211297,6.4e-05
4.84,-0.002388733158620737,6.4e-05
4.86,-1.6290029218336485e-05,6.4e-05
4.88,0.007777057940395614,6.4e-05
4.9,0.005784353308518342,6.4e-05
4.92,0.007722750346309994,6.4e-05
4.94,0.01000650506836889,6.4e-05
4.96,0.0009814325926649683,6.4e-05
4.98,0.01772528134676278,6.4e-05
5.0,0.003858313383620205,6.4e-05
5.0200000000000005,0.002532584121747928,6.4e-05
5.04,0.00985908989865962,6.4e-05
5.0600000000000005,-0.008692081619000583,6.4e-05
5.08,-0.00032427559778335467,6.4e-05
5.1000000000000005,0.013848582389534663,6.4e-05
5.12,-0.007899375432496886,6.4e-05
5.14,0.014940593575465247,6.4e-05
5.16,0.018089092530873076,6.4e-05
5.18,0.0030443572974100134,6.4e-05
5.2,0.00833450213941048,6.4e-05
5.22,0.014952696678808212,6.4e-05
5.24,0.0022656864956518423,6.4e-05
5.26,0.012942204164209452,6.4e-05
5.28,0.0006308096389546275,6.4e-05
5.3,0.0021791816533345654,6.4e-05
5.32,-0.0003946917145997899,6.4e-05
5.34,0.008741177593558427,6.4e-05
5.36,0.015263752420524397,6.4e-05
5.38,0.0045270965430626855,6.4e-05
5.4,-0.004169993279299225,6.4e-05
5.42,-0.0026616545782945263,6.4e-05
5.44,0.009156795370964324,6.4e-05
5.46,0.020752931307154155,6.4e-05
5.48,0.00914979999451518,6.4e-05
5.5,0.0029048275947899786,6.4e-05
5.5200000000000005,0.012129471734802274,6.4e-05
5.54,0.00408401091530603,6.4e-05
5.5600000000000005,0.002973718261086349,6.4e-05
5.58,-0.0016676728455621084,6.4e-05
5.6000000000000005,0.017267590753970847,6.4e-05
5.62,-0.014313663339965308,6.4e-05
5.64,0.012382873602234154,6.4e-05
5.66,0.0022900404976197047,6.4e-05
5.68,0.0027172741483870986,6.4e-05
5.7,0.0195385212489425,6.4e-05
5.72,0.0002869512623995896,6.4e-05
5.74,0.0005594467677727186,6.4e-05
5.76,0.004956846088643757,6.4e-05
5.78,0.009310779086497906,6.4e-05
5.8,0.0024651537416570447,6.4e-05
5.82,-0.0065908714442870844,6.4e-05
5.84,-0.0009255854470541234,6.4e-05
5.86,0.016250670851716158,6.4e-05
5.88,0.0065982143130840915,6.4e-05
5.9,0.009608698269630577,6.4e-05
5.92,0.0039086303426156994,6.4e-05
5.94,0.0007240184306138431,6.4e-05
5.96,0.01942055559900329,6.4e-05
5.98,0.0044944651435913545,6.4e-05
6.0,0.002453040963782985,6.4e-05
6.0200000000000005,0.014769138930842717,6.4e-05
6.04,0.00022111712906091804,6.4e-05
6.0600000000000005,0.001242181249808026,6.4e-05
6.08,0.006081973472135184,6.4e-05
6.1000000000000005,0.006002160832705438,6.4e-05
6.12,0.008076890783225715,6.4e-05
6.140000000000001,0.022733352715163906,6.4e-05
6.16,0.008689985970818964,6.4e-05
6.18,-0.013024431702006402,6.4e-05
6.2,0.008610391547452488,6.4e-05
6.22,0.006303039955916791,6.4e-05
6.24,0.006347600194811662,6.4e-05
6.26,0.007967578475169365,6.4e-05
6.28,0.005770573698601605,6.4e-05
6.3,0.005579103255556888,6.4e-05
6.32,0.010904353678166289,6.4e-05
6.34,0.0016633536224439924,6.4e-05
6.36,-0.0015814906851134049,6.4e-05
6.38,0.03019025162097913,6.4e-05
6.4,0.0002731404497501328,6.4e-05
6.42,0.006801143299680612,6.4e-05
6.44,-0.005965282007002939,6.4e-05
6.46,0.006931747320411376,6.4e-05
6.48,-0.001465804405514681,6.4e-05
6.5,0.002460216457199913,6.4e-05
6.5200000000000005,0.01436051732616899,6.4e-05
6.54,0.00977607654702459,6.4e-05
6.5600000000000005,0.010547276196598553,6.4e-05
6.58,-0.008169638707134903,6.4e-05
6.6000000000000005,0.020695161358632103,6.4e-05
6.62,-0.0035350504875350016,6.4e-05
6.640000000000001,0.018228486514350918,6.4e-05
6.66,0.01417235092785189,6.4e-05
6.68,0.010618661934277442,6.4e-05
6.7,-0.000839878247267052,6.4e-05
6.72,0.007212718758556183,6.4e-05
6.74,0.0022326287148411216,6.4e-05
6.76,0.006232316572042334,6.4e-05
6.78,0.004001021927315522,6.4e-05
6.8,-0.010308884052579266,6.4e-05
6.82,0.014974273207876705,6.4e-05
